SupplyChainId,Category,SubCategory,ProductId,ProductName,Description,Price,Quantity,ShippingCost,DeliveryTime,SellerId,SellerName,SellerCountry,SellerRating,SellerFeedback,OrderNumber,OrderId,OrderStatus,OrderDate,CustomerId
138,Automotive,Makeup,118,Diamond Necklace,Harry Potter and the Sorcerer's Stone,15,1,5,3,171,Elizabeth Doe,Russia,4.9,95,1,12346,Returned,########,362
141,Outdoors,Tools,103,Monopoly,Hasbro Monopoly Game,5.99,2,10,1,170,John Doe,Israel,4.9,80,1,12347,Cancelled,########,361
132,Appliances,Appliances,114,Protein Powder,90 Degree By Reflex Yoga Pants,45,2,5,3,173,Sophia Doe,India,4.9,75,20,12353,Delivered,########,347
136,Home Improvement,Fiction,112,Tires,Apple iPhone 11 64GB,45,3,5,1,167,James Doe,India,4.9,85,11,12351,Cancelled,########,349
133,Kitchen,Fiction,103,Waffle Maker,HP Color LaserJet Printer,45,1,6,1,172,James Doe,France,4.7,98,4,12357,Shipped,########,346
134,Kitchen,Running Shoes,116,Nike Pegasus,Nike Pegasus 36 Running Shoes,120,4,8,2,170,Tom Doe,Italy,4.9,85,6,12351,Cancelled,########,347
125,Grocery,Action Figures,108,Coffee Maker,Coleman 4 Person Tent,599,1,8,3,160,James Doe,Mexico,4.9,90,8,12348,Delivered,########,357
125,Toys,Bottoms,103,Drill,Nike Pegasus 36 Running Shoes,799,2,7,3,170,William Doe,South Africa,4.8,95,12,12356,Shipped,########,359
131,Electronics,Makeup,119,Printer,Michelin Primacy Tires,35,3,6,2,168,John Doe,Brazil,4.9,90,19,12347,Cancelled,########,353
138,Jewelry,Televisions,114,Harry Potter,Michelin Primacy Tires,25,1,5,3,169,Noah Doe,Korea,4.9,75,3,12351,Cancelled,########,346
133,Toys,Tools,104,Tires,Hasbro Monopoly Game,80,2,8,1,167,Olivia Doe,US,4.9,95,1,12347,Cancelled,########,346
132,Office,Small Appliances,111,Diamond Necklace,Cuisinart Belgian Waffle Maker,25,3,7,2,161,Oliver Doe,South Africa,4.9,85,10,12345,Delivered,########,347
137,Sports,Small Appliances,118,Barbie,Harry Potter and the Sorcerer's Stone,90,4,7,3,172,Jack Doe,UK,4.8,80,19,12346,Cancelled,########,353
127,Shoes,Fiction,117,Foundation,Cuisinart Belgian Waffle Maker,150,2,5,2,168,Olivia Doe,Germany,4.8,90,1,12364,Shipped,########,355
130,Shoes,Fiction,112,Jeans,Pepsi 12 Pack,25,2,6,1,162,Ava Doe,South Africa,4.9,85,18,12359,Cancelled,########,358
125,Beauty,Dolls,108,Sofa,Apple iPhone 11 64GB,35,4,7,2,176,Isabella Doe,Germany,4.9,80,5,12360,Delivered,########,360
129,Office,Action Figures,107,iPhone 11,Ashley Furniture Sofa,45,1,8,1,169,John Doe,China,4.9,95,13,12362,Cancelled,########,353
141,Electronics,Supplements,107,Yoga Pants,Loreal True Match Foundation,25,3,5,2,171,Elizabeth Doe,Israel,4.9,98,2,12347,Cancelled,########,360
126,Clothing,Televisions,106,Nike Pegasus,Loreal True Match Foundation,599,3,7,1,168,Sophia Doe,France,4.9,95,7,12346,Returned,########,357
127,Sports,Televisions,107,Tent,50 inch LED 4K Ultra HD TV,80,3,15,1,161,Sarah Doe,South Africa,4.8,75,9,12348,Shipped,########,359
127,Sports,Televisions,118,iPhone 11,Cuisinart Belgian Waffle Maker,25,3,7,3,161,Tom Doe,Russia,4.8,98,13,12353,Delivered,########,351
140,Sports,Phones,115,iPhone 11,1 Carat Diamond Necklace,599,2,7,2,169,Sophia Doe,Spain,4.9,95,9,12353,Shipped,########,361
142,Shoes,Athletic Wear,111,Soda,Keurig K-Cup Coffee Maker,11.99,1,10,1,159,Olivia Doe,India,4.9,90,15,12363,Shipped,########,362
141,Jewelry,Makeup,114,Foundation,Nike Pegasus 36 Running Shoes,15,3,6,2,159,Sophia Doe,Japan,4.9,90,8,12353,Cancelled,########,363
126,Beauty,Running Shoes,116,Sony Bravia,Coleman 4 Person Tent,799,1,5,2,161,Oliver Doe,South Africa,4.8,80,18,12360,Returned,########,354
141,Electronics,Athletic Wear,120,Foundation,Spiderman Action Figure,2199,1,6,2,172,Olivia Doe,Indonesia,4.9,95,2,12360,Returned,########,364
130,Books,Fiction,111,Harry Potter,Pepsi 12 Pack,11.99,2,6,2,165,Olivia Doe,Brazil,4.9,75,17,12352,Returned,########,346
137,Furniture,Necklaces,114,Harry Potter,Pepsi 12 Pack,25,1,7,2,173,Tom Doe,India,4.9,90,1,12364,Cancelled,########,347
123,Beauty,Athletic Wear,106,Monopoly,50 inch LED 4K Ultra HD TV,90,3,5,2,167,James Doe,Canada,4.9,85,19,12361,Shipped,########,347
137,Home Improvement,Action Figures,120,Waffle Maker,Michelin Primacy Tires,11.99,4,6,3,168,James Doe,South Africa,4.9,98,19,12346,Cancelled,########,351
135,Automotive,Parts,101,Waffle Maker,Coleman 4 Person Tent,599,2,7,3,171,Oliver Doe,Mexico,4.9,75,17,12357,Shipped,########,345
135,Beauty,Tools,103,Tent,Apple iPhone 11 64GB,100,2,6,2,157,Elizabeth Doe,Indonesia,4.9,80,17,12354,Shipped,########,349
141,Clothing,Office Supplies,116,Drill,Nike Pegasus 36 Running Shoes,15,1,7,2,171,Ava Doe,Indonesia,4.9,95,3,12350,Cancelled,########,363
137,Appliances,Appliances,105,Drill,Nike Pegasus 36 Running Shoes,45,3,5,2,163,Mia Doe,Indonesia,4.9,80,17,12351,Cancelled,########,346
139,Games,Parts,114,Waffle Maker,Nike Pegasus 36 Running Shoes,100,3,8,3,168,Sarah Doe,Russia,4.9,90,17,12360,Shipped,########,349
124,Grocery,Phones,110,Sony Bravia,Apple iPhone 11 64GB,19,4,8,2,172,John Doe,France,4.9,85,2,12352,Cancelled,########,359
123,Kitchen,Running Shoes,109,Nike Pegasus,Spiderman Action Figure,150,4,5,1,157,Noah Doe,Brazil,4.9,85,7,12348,Returned,########,361
126,Games,Beverages,110,Yoga Pants,Hasbro Monopoly Game,599,1,7,2,162,Emily Doe,Italy,4.9,95,10,12358,Shipped,########,354
129,Beauty,Makeup,103,Sofa,Barbie Dreamhouse Playset,80,1,6,3,159,Mark Doe,Mexico,4.8,90,7,12357,Delivered,########,353
124,Electronics,Athletic Wear,118,Nike Pegasus,Pepsi 12 Pack,2199,1,10,2,170,Jane Doe,Japan,4.9,98,17,12346,Shipped,########,347
139,Beauty,Beverages,114,iPhone 11,Coleman 4 Person Tent,80,2,8,2,168,Sophia Doe,Israel,4.9,98,13,12354,Returned,########,359
136,Shoes,Bottoms,102,Protein Powder,Loreal True Match Foundation,19.99,1,8,1,163,John Doe,Israel,4.9,80,20,12349,Cancelled,########,354
130,Outdoors,Beverages,114,Diamond Necklace,Optimum Nutrition Protein Powder,15,1,15,2,165,William Doe,Brazil,4.7,85,15,12356,Delivered,########,357
123,Jewelry,Small Appliances,117,Drill,Cuisinart Belgian Waffle Maker,25,2,6,2,165,Mark Doe,Brazil,4.9,95,9,12357,Delivered,########,359
135,Clothing,Board Games,114,Soda,Spiderman Action Figure,11.99,4,10,3,159,Sarah Doe,Canada,4.9,98,5,12363,Cancelled,########,359
126,Jewelry,Dolls,119,Printer,1 Carat Diamond Necklace,25,2,5,1,169,Jane Doe,Israel,4.9,95,4,12358,Returned,########,363
142,Electronics,Living Room,119,Waffle Maker,Harry Potter and the Sorcerer's Stone,15,4,5,1,172,Noah Doe,US,4.8,85,5,12346,Cancelled,########,349
137,Outdoors,Parts,106,Coffee Maker,1 Carat Diamond Necklace,99.99,1,8,2,162,John Doe,South Africa,4.9,75,14,12353,Cancelled,########,352
140,Home Improvement,Makeup,119,Soda,Coleman 4 Person Tent,50,1,7,1,171,William Doe,Japan,4.9,90,3,12350,Cancelled,########,360
124,Electronics,Bottoms,116,Barbie,Cuisinart Belgian Waffle Maker,80,2,7,2,173,Tom Doe,Australia,4.9,98,9,12347,Returned,########,349
130,Toys,Fiction,110,Drill,50 inch LED 4K Ultra HD TV,2199,3,5,2,176,Tom Doe,South Africa,4.7,90,5,12351,Returned,########,345
142,Electronics,Supplements,119,Sony Bravia,HP Color LaserJet Printer,25,2,6,2,170,David Doe,Israel,4.9,90,12,12359,Returned,########,350
133,Automotive,Board Games,112,Nike Pegasus,Dewalt 18 Volt Drill,100,2,8,2,170,William Doe,Italy,4.9,98,9,12348,Shipped,########,357
142,Electronics,Living Room,117,Sony Bravia,Nike Pegasus 36 Running Shoes,799,3,5,2,159,William Doe,Indonesia,4.8,90,4,12363,Shipped,########,358
130,Grocery,Appliances,116,Nike Pegasus,Spiderman Action Figure,2199,1,7,2,160,Tom Doe,Canada,4.9,95,10,12357,Cancelled,########,350
130,Toys,Small Appliances,117,Foundation,Michelin Primacy Tires,2199,1,5,3,172,Ava Doe,Australia,4.9,95,16,12357,Shipped,########,357
139,Office,Camping,115,Tent,50 inch LED 4K Ultra HD TV,50,2,7,3,171,Emma Doe,Australia,4.9,98,8,12360,Cancelled,########,361
141,Office,Appliances,115,Diamond Necklace,90 Degree By Reflex Yoga Pants,35,1,6,3,169,Sophia Doe,Indonesia,4.9,95,2,12354,Delivered,########,348
129,Furniture,Supplements,103,Yoga Pants,Cuisinart Belgian Waffle Maker,150,3,7,3,169,Oliver Doe,Indonesia,4.9,75,11,12353,Shipped,########,345
136,Health,Tools,108,Printer,Pepsi 12 Pack,45,4,8,2,170,Mia Doe,Russia,4.8,95,19,12363,Shipped,########,347
127,Clothing,Camping,103,Foundation,Nike Pegasus 36 Running Shoes,80,1,6,2,168,Elizabeth Doe,UK,4.9,75,20,12356,Shipped,########,364
129,Toys,Dolls,109,Tires,Pepsi 12 Pack,25,1,8,3,173,Olivia Doe,Australia,4.9,95,5,12352,Shipped,########,346
137,Beauty,Office Supplies,119,Coffee Maker,HP Color LaserJet Printer,80,1,5,3,171,Ava Doe,Australia,4.9,90,2,12361,Delivered,########,345
126,Office,Bottoms,107,Printer,Harry Potter and the Sorcerer's Stone,120,1,6,1,173,Tom Doe,Indonesia,4.9,75,13,12346,Shipped,########,360
135,Books,Small Appliances,118,Drill,Nike Pegasus 36 Running Shoes,15,4,6,3,167,James Doe,Japan,4.8,98,20,12364,Delivered,########,353
140,Appliances,Camping,102,Diamond Necklace,90 Degree By Reflex Yoga Pants,19,4,6,2,173,Sophia Doe,Germany,4.9,80,6,12363,Delivered,########,351
126,Grocery,Supplements,119,Tent,Coleman 4 Person Tent,11.99,1,10,1,168,Jane Doe,South Africa,4.9,95,2,12346,Delivered,########,353
131,Kitchen,Living Room,107,Sofa,HP Color LaserJet Printer,90,1,6,1,167,Noah Doe,Italy,4.9,95,2,12358,Delivered,########,363
138,Beauty,Necklaces,109,Soda,Harry Potter and the Sorcerer's Stone,15,1,5,3,173,John Doe,Israel,4.9,98,17,12345,Returned,########,346
131,Furniture,Small Appliances,114,Sony Bravia,1 Carat Diamond Necklace,799,2,5,3,161,James Doe,Brazil,4.8,80,18,12346,Shipped,########,361
127,Shoes,Athletic Wear,106,Waffle Maker,Pepsi 12 Pack,150,1,6,3,175,Sarah Doe,Australia,4.9,90,7,12359,Returned,########,346
133,Office,Appliances,116,Monopoly,Hasbro Monopoly Game,5.99,2,6,2,171,William Doe,Spain,4.8,85,5,12357,Shipped,########,345
126,Shoes,Televisions,102,Sony Bravia,Spiderman Action Figure,799,4,6,1,173,Sarah Doe,Korea,4.9,75,9,12354,Cancelled,########,359
126,Games,Beverages,111,Foundation,Levis 511 Slim Fit Jeans,50,3,15,2,168,Mark Doe,France,4.9,95,20,12353,Shipped,########,361
139,Automotive,Tools,102,Harry Potter,Ashley Furniture Sofa,90,1,5,2,170,Mia Doe,UK,4.9,85,3,12360,Delivered,########,350
135,Health,Tools,103,Tires,Apple iPhone 11 64GB,90,4,6,1,161,Olivia Doe,Italy,4.8,95,14,12363,Returned,########,360
142,Games,Phones,115,Spiderman,Harry Potter and the Sorcerer's Stone,99.99,3,7,1,158,Sophia Doe,US,4.9,85,12,12355,Cancelled,########,356
136,Toys,Athletic Wear,104,Harry Potter,Nike Pegasus 36 Running Shoes,90,1,5,3,168,Emma Doe,Israel,4.8,80,13,12350,Returned,########,347
126,Health,Makeup,113,Soda,Loreal True Match Foundation,799,1,5,3,163,Emily Doe,UK,4.9,75,4,12347,Cancelled,########,357
140,Jewelry,Dolls,108,Coffee Maker,Barbie Dreamhouse Playset,120,4,10,2,172,David Doe,South Africa,4.8,90,14,12357,Shipped,########,348
140,Sports,Athletic Wear,113,Protein Powder,90 Degree By Reflex Yoga Pants,15,2,7,2,166,Olivia Doe,Canada,4.9,75,18,12356,Shipped,########,364
140,Appliances,Bottoms,119,Spiderman,Harry Potter and the Sorcerer's Stone,50,3,5,1,163,Tom Doe,South Africa,4.9,98,6,12350,Cancelled,########,350
123,Clothing,Tools,106,Waffle Maker,Optimum Nutrition Protein Powder,80,1,8,3,175,Jane Doe,Spain,4.9,75,19,12359,Cancelled,########,355
139,Toys,Appliances,102,Foundation,Hasbro Monopoly Game,80,1,5,2,167,Noah Doe,Germany,4.9,85,5,12354,Shipped,########,349
129,Home Improvement,Phones,109,Protein Powder,Hasbro Monopoly Game,25,1,5,1,172,Mia Doe,Russia,4.8,85,9,12358,Delivered,########,361
137,Furniture,Board Games,108,Tent,Harry Potter and the Sorcerer's Stone,599,1,5,1,174,Oliver Doe,Italy,4.9,90,14,12353,Delivered,########,351
129,Sports,Running Shoes,119,Barbie,Coleman 4 Person Tent,120,4,8,1,163,Mark Doe,Brazil,4.9,75,20,12352,Shipped,########,363
132,Grocery,Dolls,119,Printer,Loreal True Match Foundation,400,3,6,1,176,Oliver Doe,Germany,4.9,90,6,12360,Shipped,########,362
129,Shoes,Appliances,120,Harry Potter,Cuisinart Belgian Waffle Maker,19.99,2,6,3,157,Mark Doe,US,4.9,75,13,12358,Shipped,########,362
125,Office,Appliances,109,Tires,1 Carat Diamond Necklace,400,4,10,2,161,Emily Doe,Indonesia,4.9,75,19,12362,Returned,########,357
129,Clothing,Athletic Wear,120,Protein Powder,HP Color LaserJet Printer,19.99,4,7,2,163,David Doe,Israel,4.7,98,8,12345,Returned,########,347
132,Furniture,Makeup,114,Drill,Harry Potter and the Sorcerer's Stone,150,4,7,2,162,Jack Doe,Indonesia,4.9,80,1,12356,Shipped,########,348
123,Outdoors,Parts,113,Tent,Spiderman Action Figure,35,2,6,1,167,Sarah Doe,Canada,4.9,85,6,12346,Returned,########,362
141,Clothing,Necklaces,120,Yoga Pants,Barbie Dreamhouse Playset,120,2,8,2,166,Jane Doe,Canada,4.7,95,17,12361,Delivered,########,358
140,Electronics,Makeup,102,Jeans,Cuisinart Belgian Waffle Maker,90,1,15,2,162,Jack Doe,Russia,4.9,98,12,12359,Shipped,########,364
137,Sports,Appliances,102,Diamond Necklace,50 inch LED 4K Ultra HD TV,50,4,6,2,165,Ava Doe,Japan,4.9,90,13,12354,Shipped,########,356
139,Sports,Camping,108,Harry Potter,Harry Potter and the Sorcerer's Stone,2199,4,5,1,163,Tom Doe,Canada,4.8,80,3,12356,Shipped,########,356
142,Toys,Small Appliances,117,Sony Bravia,Hasbro Monopoly Game,19,4,8,3,161,John Doe,Australia,4.9,95,20,12348,Returned,########,355
142,Automotive,Athletic Wear,108,Diamond Necklace,Spiderman Action Figure,15,4,10,3,170,John Doe,Indonesia,4.9,95,10,12357,Delivered,########,362
140,Toys,Supplements,104,Harry Potter,90 Degree By Reflex Yoga Pants,5.99,3,7,1,168,Jack Doe,Canada,4.9,85,16,12350,Delivered,########,359
132,Toys,Small Appliances,115,Spiderman,Optimum Nutrition Protein Powder,5.99,4,10,1,162,William Doe,Korea,4.8,95,10,12364,Cancelled,########,359
138,Automotive,Tools,106,Harry Potter,Pepsi 12 Pack,2199,4,8,1,163,John Doe,Canada,4.9,75,3,12349,Delivered,########,357
141,Automotive,Phones,115,Soda,Harry Potter and the Sorcerer's Stone,400,2,10,2,171,David Doe,Indonesia,4.9,75,8,12363,Cancelled,########,345
132,Electronics,Athletic Wear,117,Sony Bravia,Optimum Nutrition Protein Powder,2199,1,7,3,176,Jack Doe,Australia,4.8,80,8,12347,Cancelled,########,355
126,Toys,Makeup,119,Tent,Optimum Nutrition Protein Powder,5.99,2,6,1,164,Isabella Doe,Spain,4.9,90,6,12357,Returned,########,356
126,Electronics,Phones,110,iPhone 11,Dewalt 18 Volt Drill,19,3,5,1,172,James Doe,France,4.8,90,13,12354,Delivered,########,360
139,Grocery,Camping,108,Sofa,Dewalt 18 Volt Drill,15,2,6,1,174,Emma Doe,Italy,4.9,90,13,12352,Cancelled,########,363
123,Outdoors,Necklaces,117,iPhone 11,Hasbro Monopoly Game,100,1,10,1,171,Sophia Doe,Germany,4.8,90,8,12350,Delivered,########,362
131,Office,Office Supplies,104,Monopoly,1 Carat Diamond Necklace,19.99,1,5,3,164,Elizabeth Doe,UK,4.8,90,1,12363,Shipped,########,352
130,Sports,Board Games,101,Tent,HP Color LaserJet Printer,19,3,8,3,170,Elizabeth Doe,Russia,4.9,90,10,12347,Cancelled,########,357
131,Appliances,Running Shoes,112,Diamond Necklace,Coleman 4 Person Tent,799,2,8,1,164,Olivia Doe,Russia,4.7,95,5,12360,Cancelled,########,348
134,Books,Athletic Wear,101,Sofa,Coleman 4 Person Tent,400,4,6,3,167,Jack Doe,Canada,4.8,75,17,12356,Returned,########,361
133,Games,Running Shoes,103,Barbie,Levis 511 Slim Fit Jeans,100,2,5,1,167,Emily Doe,Canada,4.9,95,18,12355,Returned,########,350
135,Home Improvement,Dolls,113,Spiderman,Coleman 4 Person Tent,11.99,1,7,1,159,Sarah Doe,Canada,4.7,95,3,12346,Cancelled,########,361
125,Toys,Athletic Wear,118,Harry Potter,Levis 511 Slim Fit Jeans,35,1,5,2,175,James Doe,Israel,4.9,90,20,12358,Delivered,########,360
138,Toys,Office Supplies,116,Coffee Maker,1 Carat Diamond Necklace,19.99,3,10,1,163,Emma Doe,Japan,4.9,75,8,12348,Shipped,########,352
137,Toys,Board Games,117,Monopoly,Cuisinart Belgian Waffle Maker,15,1,7,3,174,Mark Doe,Indonesia,4.9,98,17,12346,Returned,########,352
139,Appliances,Board Games,106,Yoga Pants,Apple iPhone 11 64GB,25,1,5,2,176,Ava Doe,US,4.8,90,18,12351,Shipped,########,358
126,Games,Makeup,115,Spiderman,Ashley Furniture Sofa,45,4,8,3,169,Emily Doe,Spain,4.9,90,13,12347,Delivered,########,363
124,Appliances,Athletic Wear,104,Printer,Keurig K-Cup Coffee Maker,799,4,8,2,163,Noah Doe,Germany,4.9,75,1,12364,Delivered,########,345
132,Furniture,Makeup,104,Jeans,Nike Pegasus 36 Running Shoes,45,2,10,3,165,Jane Doe,Spain,4.9,95,19,12352,Shipped,########,359
129,Home Improvement,Appliances,112,Protein Powder,Loreal True Match Foundation,35,3,7,1,158,James Doe,Indonesia,4.9,80,4,12359,Shipped,########,364
132,Electronics,Supplements,108,Yoga Pants,Loreal True Match Foundation,5.99,2,7,1,163,Oliver Doe,Mexico,4.9,90,19,12350,Delivered,########,358
140,Shoes,Phones,108,Harry Potter,90 Degree By Reflex Yoga Pants,19.99,4,5,1,161,David Doe,Spain,4.9,98,3,12360,Cancelled,########,350
124,Health,Board Games,113,Soda,Dewalt 18 Volt Drill,99.99,2,8,2,164,William Doe,Israel,4.9,85,9,12348,Cancelled,########,351
128,Health,Appliances,115,Coffee Maker,Ashley Furniture Sofa,2199,3,6,2,175,Tom Doe,Italy,4.8,75,14,12362,Cancelled,########,353
133,Furniture,Beverages,113,Yoga Pants,Ashley Furniture Sofa,15,2,5,2,176,Emily Doe,Canada,4.9,80,2,12360,Cancelled,########,348
123,Clothing,Parts,114,Barbie,Keurig K-Cup Coffee Maker,25,1,5,2,160,Elizabeth Doe,US,4.9,80,13,12351,Shipped,########,363
129,Clothing,Office Supplies,120,Yoga Pants,Ashley Furniture Sofa,799,1,10,2,170,Emma Doe,Canada,4.9,85,20,12347,Cancelled,########,364
135,Toys,Office Supplies,111,iPhone 11,Pepsi 12 Pack,15,1,6,1,165,Olivia Doe,Canada,4.9,98,11,12357,Shipped,########,351
124,Clothing,Living Room,104,Coffee Maker,HP Color LaserJet Printer,90,3,6,3,173,Elizabeth Doe,South Africa,4.9,80,17,12352,Delivered,########,356
128,Office,Parts,108,Printer,Optimum Nutrition Protein Powder,80,2,8,3,174,Olivia Doe,Russia,4.9,80,12,12351,Returned,########,359
136,Clothing,Makeup,118,Sofa,Levis 511 Slim Fit Jeans,15,2,8,2,162,William Doe,US,4.9,95,3,12349,Returned,########,353
123,Shoes,Running Shoes,106,Jeans,Levis 511 Slim Fit Jeans,90,3,7,2,171,Oliver Doe,South Africa,4.9,80,14,12349,Shipped,########,350
133,Clothing,Dolls,117,Spiderman,Optimum Nutrition Protein Powder,35,3,6,1,158,Ava Doe,China,4.9,98,2,12359,Delivered,########,363
125,Shoes,Running Shoes,104,Foundation,Nike Pegasus 36 Running Shoes,400,1,8,3,160,James Doe,Canada,4.8,80,18,12346,Cancelled,########,350
135,Kitchen,Action Figures,106,Jeans,Hasbro Monopoly Game,150,2,8,2,163,Sarah Doe,South Africa,4.9,95,17,12347,Returned,########,358
132,Electronics,Small Appliances,108,Drill,Cuisinart Belgian Waffle Maker,80,4,15,1,158,Olivia Doe,South Africa,4.8,95,15,12361,Cancelled,########,346
123,Electronics,Dolls,105,Tent,Keurig K-Cup Coffee Maker,19.99,2,5,3,163,James Doe,France,4.9,90,19,12350,Delivered,########,351
126,Electronics,Office Supplies,110,Monopoly,Michelin Primacy Tires,99.99,4,6,2,168,Ava Doe,India,4.9,95,2,12353,Returned,########,346
142,Home Improvement,Camping,109,Jeans,Nike Pegasus 36 Running Shoes,45,4,10,1,163,Noah Doe,Brazil,4.9,98,3,12351,Returned,########,348
127,Home Improvement,Living Room,111,Harry Potter,Pepsi 12 Pack,799,4,7,1,167,David Doe,Japan,4.9,90,17,12348,Delivered,########,349
129,Shoes,Fiction,118,Sony Bravia,Coleman 4 Person Tent,25,2,6,1,160,Mia Doe,Korea,4.9,75,10,12350,Shipped,########,354
141,Toys,Small Appliances,114,Tires,90 Degree By Reflex Yoga Pants,11.99,1,6,3,170,Ava Doe,South Africa,4.9,98,19,12357,Shipped,########,364
137,Shoes,Office Supplies,104,Waffle Maker,Nike Pegasus 36 Running Shoes,45,3,7,1,170,Isabella Doe,Italy,4.8,90,16,12349,Shipped,########,357
137,Appliances,Camping,109,Foundation,Apple iPhone 11 64GB,799,2,5,3,157,Emma Doe,South Africa,4.9,90,13,12348,Delivered,########,363
135,Shoes,Camping,113,iPhone 11,Pepsi 12 Pack,100,1,7,1,159,James Doe,China,4.9,80,2,12363,Delivered,########,350
126,Kitchen,Board Games,107,Sofa,Cuisinart Belgian Waffle Maker,35,1,6,1,160,Mark Doe,South Africa,4.9,90,6,12362,Cancelled,########,350
125,Toys,Beverages,107,Tires,90 Degree By Reflex Yoga Pants,799,1,7,3,167,James Doe,China,4.9,75,11,12352,Cancelled,########,351
141,Health,Parts,107,Monopoly,Michelin Primacy Tires,25,1,5,1,172,Sarah Doe,Russia,4.8,85,1,12347,Cancelled,########,355
126,Kitchen,Camping,113,Diamond Necklace,Levis 511 Slim Fit Jeans,50,1,6,3,171,Jack Doe,Australia,4.9,98,9,12345,Returned,########,351
135,Sports,Appliances,105,Harry Potter,Barbie Dreamhouse Playset,11.99,3,5,1,165,Elizabeth Doe,South Africa,4.9,95,6,12352,Cancelled,########,362
132,Kitchen,Beverages,107,Waffle Maker,90 Degree By Reflex Yoga Pants,80,2,10,1,169,Mark Doe,Italy,4.9,80,3,12354,Cancelled,########,360
128,Toys,Board Games,115,Spiderman,Spiderman Action Figure,15,2,5,1,173,Noah Doe,Canada,4.9,75,14,12350,Cancelled,########,345
125,Home Improvement,Parts,114,Sofa,50 inch LED 4K Ultra HD TV,19,3,5,3,164,Jane Doe,Canada,4.9,90,9,12355,Shipped,########,350
128,Toys,Fiction,106,Sofa,90 Degree By Reflex Yoga Pants,5.99,4,6,3,163,James Doe,South Africa,4.9,85,3,12356,Returned,########,345
138,Sports,Makeup,117,Tires,Dewalt 18 Volt Drill,50,2,7,2,176,Sarah Doe,Italy,4.7,95,3,12347,Shipped,########,358
130,Home Improvement,Makeup,117,Yoga Pants,Optimum Nutrition Protein Powder,400,1,7,1,176,James Doe,Australia,4.9,75,11,12354,Delivered,########,353
124,Books,Televisions,109,Yoga Pants,Loreal True Match Foundation,99.99,1,5,1,170,Mark Doe,Italy,4.8,75,14,12362,Cancelled,########,346
134,Clothing,Athletic Wear,116,iPhone 11,50 inch LED 4K Ultra HD TV,45,2,7,2,173,Olivia Doe,Mexico,4.9,98,6,12353,Delivered,########,359
133,Automotive,Small Appliances,108,Spiderman,Keurig K-Cup Coffee Maker,799,1,7,3,175,Tom Doe,Mexico,4.9,98,4,12364,Returned,########,355
136,Outdoors,Small Appliances,107,Sony Bravia,Apple iPhone 11 64GB,15,2,7,2,171,William Doe,Germany,4.8,90,6,12362,Delivered,########,348
124,Furniture,Parts,104,Drill,Cuisinart Belgian Waffle Maker,15,1,6,2,170,Oliver Doe,Japan,4.9,85,14,12362,Cancelled,########,347
127,Office,Dolls,117,Monopoly,HP Color LaserJet Printer,2199,1,6,3,163,James Doe,Italy,4.9,80,3,12349,Returned,########,357
129,Kitchen,Office Supplies,120,Nike Pegasus,Spiderman Action Figure,599,4,5,3,171,Sophia Doe,Israel,4.9,90,5,12360,Returned,########,362
140,Clothing,Camping,105,Coffee Maker,Coleman 4 Person Tent,45,1,5,1,172,Elizabeth Doe,UK,4.8,75,8,12352,Shipped,########,350
136,Office,Bottoms,108,Waffle Maker,Nike Pegasus 36 Running Shoes,90,3,5,3,176,Oliver Doe,Australia,4.9,90,11,12356,Cancelled,########,350
130,Toys,Small Appliances,116,iPhone 11,Cuisinart Belgian Waffle Maker,100,3,7,2,168,David Doe,Indonesia,4.9,80,5,12356,Cancelled,########,362
124,Clothing,Board Games,101,Diamond Necklace,Pepsi 12 Pack,11.99,2,10,2,157,Ava Doe,Australia,4.9,95,19,12362,Delivered,########,355
134,Electronics,Necklaces,106,Sofa,Nike Pegasus 36 Running Shoes,599,1,6,2,174,Olivia Doe,China,4.9,95,19,12345,Shipped,########,364
128,Electronics,Fiction,103,Yoga Pants,Levis 511 Slim Fit Jeans,99.99,1,7,2,162,Sarah Doe,China,4.9,95,8,12355,Shipped,########,364
141,Home Improvement,Running Shoes,105,Coffee Maker,Cuisinart Belgian Waffle Maker,25,1,10,1,165,Mark Doe,Canada,4.9,90,2,12361,Cancelled,########,348
131,Books,Televisions,107,Soda,Ashley Furniture Sofa,35,3,7,1,157,Emma Doe,US,4.9,98,18,12350,Cancelled,########,359
139,Electronics,Phones,106,Jeans,Michelin Primacy Tires,150,3,6,2,174,James Doe,China,4.9,85,5,12357,Delivered,########,349
131,Health,Living Room,102,Foundation,Ashley Furniture Sofa,50,2,10,1,171,Mark Doe,Indonesia,4.9,80,4,12349,Returned,########,364
128,Shoes,Board Games,110,Drill,Coleman 4 Person Tent,25,3,6,2,167,Ava Doe,Russia,4.8,90,7,12351,Cancelled,########,350
142,Electronics,Dolls,115,Printer,50 inch LED 4K Ultra HD TV,150,2,7,2,168,Olivia Doe,China,4.9,80,8,12353,Returned,########,346
129,Home Improvement,Tools,109,Soda,Keurig K-Cup Coffee Maker,15,4,8,1,171,Emily Doe,Russia,4.9,90,1,12348,Shipped,########,363
137,Office,Running Shoes,102,Yoga Pants,HP Color LaserJet Printer,90,2,15,1,166,Noah Doe,France,4.9,95,9,12348,Cancelled,########,359
126,Health,Makeup,106,Nike Pegasus,Apple iPhone 11 64GB,11.99,1,8,3,163,Mark Doe,Australia,4.9,95,9,12352,Shipped,########,361
